validation,result,column,pk,detail,source_value,target_value
record_count_check,FAIL,,,"Source: 248865 rows, Target: 42754 rows",248865,42754
column_count_check,PASS,,,"Source: 48 columns, Target: 49 columns, Common: 48 | Target-only: ['Identifier']",48,49
metadata_type_check,PASS,ARR Size Dynamic,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account ID,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account Ranking List,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Bill State,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"BoP (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Bundle Product Code,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Category (Adjusted),,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Cohort ARR Size,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Covered Finance Product Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Distributor Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,End Customer,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"EoP (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"EoP, Unadjusted  ",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Extn for Late Renewals,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Finance Product Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Geo ,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Index#,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Industry,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Industry [Custom],,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Max. Fortune Rank,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Month of Revenue Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Order Number,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Peak ARR,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous ARR,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous Extn for Late Renewals,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous Refresh Overlap Adj,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Family,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Group,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Penetration (Landed),,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Quantity,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,RCN Emp Count,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Refresh Overlap Adj,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Region,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Reseller Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,SKU,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Sales Designation_New,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Sales Rep,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Service End Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Service Start Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Shipping Country,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Territory Id,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Territory Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Variance,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"Variance (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Year of Cohort Date FY,,"Compatible types: Source 'object', Target 'object'",object,object
duplicate_check,SKIP,,,No primary key defined - duplicate check skipped,,
null_check,FAIL,ARR Size Dynamic,,"Source: 0 nulls, Target: 1843 nulls",0,1843
null_check,FAIL,Account Ranking List,,"Source: 97058 nulls, Target: 25608 nulls",97058,25608
null_check,FAIL,Bill State,,"Source: 121881 nulls, Target: 33381 nulls",121881,33381
null_check,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Bundle Product Code,,"Source: 21862 nulls, Target: 4493 nulls",21862,4493
null_check,FAIL,Cohort ARR Size,,"Source: 0 nulls, Target: 3216 nulls",0,3216
null_check,FAIL,Distributor Name,,"Source: 52138 nulls, Target: 2237 nulls",52138,2237
null_check,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,"EoP, Unadjusted  ",,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Extn for Late Renewals,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Max. Fortune Rank,,"Source: 178724 nulls, Target: 38584 nulls",178724,38584
null_check,FAIL,Peak ARR,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Previous ARR,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Previous Extn for Late Renewals,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Previous Refresh Overlap Adj,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Quantity,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Refresh Overlap Adj,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,Region,,"Source: 15 nulls, Target: 0 nulls",15,0
null_check,FAIL,Reseller Name,,"Source: 5054 nulls, Target: 54 nulls",5054,54
null_check,FAIL,Territory Id,,"Source: 83 nulls, Target: 0 nulls",83,0
null_check,FAIL,Territory Name,,"Source: 83 nulls, Target: 0 nulls",83,0
null_check,FAIL,Variance,,"Source: 91 nulls, Target: 19 nulls",91,19
null_check,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",,"Source: 91 nulls, Target: 19 nulls",91,19
empty_string_check,PASS,,,No empty strings found,,
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=0,Values do not match,"'1,530'",'1530.18'
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=0,Values do not match,"'1,530'",'1530.18'
data_validation,FAIL,"EoP, Unadjusted  ",index=0,Values do not match,'$1.53K','1530.18'
data_validation,FAIL,Extn for Late Renewals,index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=0,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=0,Values do not match,'$1.53K','1530.18'
data_validation,FAIL,Previous Extn for Late Renewals,index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=0,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=1,Values do not match,"'1,530'",'1530.18'
data_validation,FAIL,"EoP, Unadjusted  ",index=1,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Extn for Late Renewals,index=1,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=1,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=1,Values do not match,'$1.53K','1530.18'
data_validation,FAIL,Previous Extn for Late Renewals,index=1,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=1,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=1,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=1,Values do not match,'($1.53K)','-1530.18'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=1,Values do not match,'($1.53K)','-1530.18'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=2,Values do not match,"'2,548'",'2548.49'
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=2,Values do not match,"'2,548'",'2548.49'
data_validation,FAIL,"EoP, Unadjusted  ",index=2,Values do not match,'$2.55K','2548.49'
data_validation,FAIL,Extn for Late Renewals,index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=2,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=2,Values do not match,'$2.55K','2548.49'
data_validation,FAIL,Previous Extn for Late Renewals,index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=2,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=3,Values do not match,"'2,548'",'2548.49'
data_validation,FAIL,"EoP, Unadjusted  ",index=3,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Extn for Late Renewals,index=3,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=3,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=3,Values do not match,'$2.55K','2548.49'
data_validation,FAIL,Previous Extn for Late Renewals,index=3,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=3,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=3,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=3,Values do not match,'($2.55K)','-2548.49'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=3,Values do not match,'($2.55K)','-2548.49'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=4,Values do not match,"'3,888'",'3888.086666666667'
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=4,Values do not match,"'3,888'",'3888.086666666667'
data_validation,FAIL,"EoP, Unadjusted  ",index=4,Values do not match,'$3.89K','3888.086666666667'
data_validation,FAIL,Extn for Late Renewals,index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=4,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=4,Values do not match,'$3.89K','3888.086666666667'
data_validation,FAIL,Previous Extn for Late Renewals,index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=4,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=5,Values do not match,"'3,888'",'3888.086666666667'
data_validation,FAIL,"EoP, Unadjusted  ",index=5,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Extn for Late Renewals,index=5,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=5,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=5,Values do not match,'$3.89K','3888.086666666667'
data_validation,FAIL,Previous Extn for Late Renewals,index=5,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=5,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=5,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=5,Values do not match,'($3.89K)','-3888.086666666667'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=5,Values do not match,'($3.89K)','-3888.086666666667'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=6,Values do not match,"'3,711'",'3711.1200000000003'
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=6,Values do not match,"'3,711'",'3711.1200000000003'
data_validation,FAIL,"EoP, Unadjusted  ",index=6,Values do not match,'$3.71K','3711.1200000000003'
data_validation,FAIL,Extn for Late Renewals,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=6,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=6,Values do not match,'$3.71K','3711.1200000000003'
data_validation,FAIL,Previous Extn for Late Renewals,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=6,Values do not match,'$0.00K','0.0'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=7,Values do not match,"'3,711'",'3711.1200000000003'
data_validation,FAIL,"EoP, Unadjusted  ",index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Extn for Late Renewals,index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=7,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=7,Values do not match,'$3.71K','3711.1200000000003'
data_validation,FAIL,Previous Extn for Late Renewals,index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Previous Refresh Overlap Adj,index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Refresh Overlap Adj,index=7,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Variance,index=7,Values do not match,'($3.71K)','-3711.1200000000003'
data_validation,FAIL,"Variance (Adjusted, w/ Late Renewals Extn)",index=7,Values do not match,'($3.71K)','-3711.1200000000003'
data_validation,FAIL,"BoP (Adjusted, w/ Late Renewals Extn)",index=8,Values do not match,"'6,187'",'6187.460000000001'
data_validation,FAIL,"EoP (Adjusted, w/ Late Renewals Extn)",index=8,Values do not match,"'6,187'",'6187.460000000001'
data_validation,FAIL,"EoP, Unadjusted  ",index=8,Values do not match,'$6.19K','6187.460000000001'
data_validation,FAIL,Extn for Late Renewals,index=8,Values do not match,'$0.00K','0.0'
data_validation,FAIL,Peak ARR,index=8,Values do not match,'$31.3K','31301.17996666667'
data_validation,FAIL,Previous ARR,index=8,Values do not match,'$6.19K','6187.460000000001'
data_validation,FAIL,Previous Extn for Late Renewals,index=8,Values do not match,'$0.00K','0.0'
