validation,result,column,pk,detail,source_value,target_value
record_count_check,FAIL,,,"Source: 50 rows, Target: 72 rows",50,72
column_count_check,PASS,,,"Source: 48 columns, Target: 49 columns, Common: 48 | Target-only: ['Identifier']",48,49
metadata_type_check,PASS,ARR Size Dynamic,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account ID,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Account Ranking List,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Bill State,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"BoP (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Bundle Product Code,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Category (Adjusted),,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Cohort ARR Size,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Covered Finance Product Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Distributor Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,End Customer,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"EoP (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"EoP, Unadjusted  ",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Extn for Late Renewals,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Finance Product Category,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Geo ,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Index#,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Industry,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Industry [Custom],,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Max. Fortune Rank,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Month of Revenue Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Order Number,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Peak ARR,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous ARR,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous Extn for Late Renewals,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Previous Refresh Overlap Adj,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Family,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Group,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Product Penetration (Landed),,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Quantity,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,RCN Emp Count,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Refresh Overlap Adj,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Region,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Reseller Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,SKU,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Sales Designation_New,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Sales Rep,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Service End Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Service Start Date,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Shipping Country,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Territory Id,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Territory Name,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Variance,,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,"Variance (Adjusted, w/ Late Renewals Extn)",,"Compatible types: Source 'object', Target 'object'",object,object
metadata_type_check,PASS,Year of Cohort Date FY,,"Compatible types: Source 'object', Target 'object'",object,object
duplicate_check,SKIP,,,No primary key defined - duplicate check skipped,,
null_check,FAIL,ARR Size Dynamic,,"Source: 0 nulls, Target: 17 nulls",0,17
null_check,PASS,Account Ranking List,,"Source: 26 nulls, Target: 26 nulls",26,26
null_check,FAIL,Bill State,,"Source: 42 nulls, Target: 64 nulls",42,64
null_check,PASS,Bundle Product Code,,"Source: 9 nulls, Target: 9 nulls",9,9
